comm_id,client_pin,comm_date,comm_type,channel,offer_id,success
h-02200,30112,2025-08-30,sms_refinance,sms,REFIN_12,1
h-02201,30112,2025-09-24,push_credit,push,CC_LIMIT,0
h-02202,30112,2025-10-16,sms_refinance,sms,REFIN_12,0
h-02203,30112,2025-11-09,push_service,push,PUSH_ON,0
h-02204,30112,2025-11-26,sms_refinance,sms,REFIN_12,0
h-02205,30112,2025-12-04,sms_refinance,sms,REFIN_12,0
h-02206,30112,2025-12-16,push_cashback,push,CASHBACK_5,0
h-02207,30112,2026-01-01,push_credit,push,CC_LIMIT,0
h-02208,30112,2026-01-15,call_collect,call,COLLECT_01,0
h-02209,30113,2025-01-24,push_credit,push,CC_LIMIT,0
h-02210,30113,2025-02-16,sms_cashback,sms,CASHBACK_5,0
h-02211,30113,2025-03-05,call_collect,call,COLLECT_01,0
h-02212,30113,2025-04-01,push_credit,push,CC_LIMIT,0
h-02213,30113,2025-04-13,push_service,push,PUSH_ON,1
h-02214,30113,2025-05-08,call_collect,call,COLLECT_01,0
h-02215,30113,2025-05-31,push_cashback,push,CASHBACK_5,0
h-02216,30113,2025-06-14,sms_cashback,sms,CASHBACK_5,1
h-02217,30113,2025-07-08,call_collect,call,COLLECT_01,0
h-02218,30113,2025-07-30,push_credit,push,CC_LIMIT,0
h-02219,30113,2025-08-08,email_cashback,email,CASHBACK_5,0
h-02220,30113,2025-08-27,push_cashback,push,CASHBACK_5,1
h-02221,30113,2025-09-17,sms_cashback,sms,CASHBACK_5,0
h-02222,30113,2025-10-10,push_credit,push,CC_LIMIT,0
h-02223,30113,2025-10-18,sms_cashback,sms,CASHBACK_5,0
h-02224,30114,2025-01-24,sms_cashback,sms,CASHBACK_5,0
h-02225,30114,2025-02-10,email_cashback,email,CASHBACK_5,0
h-02226,30114,2025-03-04,push_service,push,PUSH_ON,1
h-02227,30114,2025-03-22,sms_cashback,sms,CASHBACK_5,0
h-02228,30114,2025-03-31,sms_cashback,sms,CASHBACK_5,0
h-02229,30114,2025-04-28,sms_cashback,sms,CASHBACK_5,1
h-02230,30114,2025-05-24,push_service,push,PUSH_ON,0
h-02231,30114,2025-06-17,push_service,push,PUSH_ON,0
h-02232,30114,2025-07-09,sms_refinance,sms,REFIN_12,0
h-02233,30114,2025-07-29,push_service,push,PUSH_ON,0
h-02234,30114,2025-08-15,sms_cashback,sms,CASHBACK_5,1
h-02235,30114,2025-09-06,push_service,push,PUSH_ON,1
h-02236,30114,2025-10-01,push_cashback,push,CASHBACK_5,1
h-02237,30114,2025-10-21,email_cashback,email,CASHBACK_5,0
h-02238,30114,2025-11-06,email_cashback,email,CASHBACK_5,0
h-02239,30114,2025-11-26,sms_cashback,sms,CASHBACK_5,0
h-02240,30115,2025-01-30,sms_cashback,sms,CASHBACK_5,0
h-02241,30115,2025-02-27,push_credit,push,CC_LIMIT,0
h-02242,30115,2025-03-24,sms_cashback,sms,CASHBACK_5,1
h-02243,30115,2025-04-10,email_cashback,email,CASHBACK_5,0
h-02244,30115,2025-04-22,call_collect,call,COLLECT_01,0
h-02245,30115,2025-05-02,push_cashback,push,CASHBACK_5,0
h-02246,30115,2025-05-12,push_credit,push,CC_LIMIT,0
h-02247,30115,2025-05-27,push_cashback,push,CASHBACK_5,1
h-02248,30115,2025-06-12,call_collect,call,COLLECT_01,0
h-02249,30115,2025-07-08,push_service,push,PUSH_ON,0
h-02250,30115,2025-07-28,push_service,push,PUSH_ON,0
h-02251,30115,2025-08-07,sms_refinance,sms,REFIN_12,1
h-02252,30115,2025-08-15,push_service,push,PUSH_ON,0
h-02253,30115,2025-08-26,push_service,push,PUSH_ON,1
h-02254,30115,2025-09-04,sms_refinance,sms,REFIN_12,0
h-02255,30115,2025-09-26,call_collect,call,COLLECT_01,0
h-02256,30115,2025-10-24,push_credit,push,CC_LIMIT,1
h-02257,30115,2025-11-08,push_credit,push,CC_LIMIT,0
h-02258,30115,2025-11-24,push_service,push,PUSH_ON,0
h-02259,30115,2025-12-11,email_cashback,email,CASHBACK_5,1
h-02260,30115,2025-12-20,call_collect,call,COLLECT_01,0
h-02261,30115,2025-12-30,sms_cashback,sms,CASHBACK_5,0
h-02262,30115,2026-01-11,push_service,push,PUSH_ON,1
h-02263,30115,2026-02-03,sms_cashback,sms,CASHBACK_5,0
h-02264,30115,2026-02-17,push_service,push,PUSH_ON,0
h-02265,30115,2026-03-09,push_service,push,PUSH_ON,1
h-02266,30115,2026-03-26,push_cashback,push,CASHBACK_5,1
h-02267,30116,2025-01-29,sms_cashback,sms,CASHBACK_5,0
h-02268,30116,2025-02-11,sms_refinance,sms,REFIN_12,0
h-02269,30116,2025-02-25,push_cashback,push,CASHBACK_5,0
h-02270,30116,2025-03-09,push_credit,push,CC_LIMIT,1
h-02271,30116,2025-04-01,push_credit,push,CC_LIMIT,1
h-02272,30116,2025-04-19,push_cashback,push,CASHBACK_5,0
h-02273,30116,2025-05-06,sms_refinance,sms,REFIN_12,0
h-02274,30116,2025-06-02,push_service,push,PUSH_ON,1
h-02275,30116,2025-06-17,push_service,push,PUSH_ON,1
h-02276,30116,2025-06-29,sms_cashback,sms,CASHBACK_5,0
h-02277,30116,2025-07-11,sms_cashback,sms,CASHBACK_5,1
h-02278,30116,2025-08-08,email_cashback,email,CASHBACK_5,0
h-02279,30116,2025-09-02,email_cashback,email,CASHBACK_5,0
h-02280,30117,2025-01-18,push_credit,push,CC_LIMIT,0
h-02281,30117,2025-01-30,push_service,push,PUSH_ON,0
h-02282,30117,2025-02-27,sms_cashback,sms,CASHBACK_5,0
h-02283,30117,2025-03-21,email_cashback,email,CASHBACK_5,0
h-02284,30117,2025-04-10,sms_refinance,sms,REFIN_12,0
h-02285,30117,2025-04-25,push_cashback,push,CASHBACK_5,1
h-02286,30117,2025-05-13,push_cashback,push,CASHBACK_5,0
h-02287,30117,2025-06-06,push_service,push,PUSH_ON,0
h-02288,30117,2025-06-20,sms_refinance,sms,REFIN_12,0
h-02289,30117,2025-07-05,push_service,push,PUSH_ON,1
h-02290,30117,2025-07-13,push_credit,push,CC_LIMIT,0
h-02291,30117,2025-07-28,push_service,push,PUSH_ON,1
h-02292,30117,2025-08-16,call_collect,call,COLLECT_01,1
h-02293,30117,2025-09-08,push_cashback,push,CASHBACK_5,0
h-02294,30117,2025-10-05,call_collect,call,COLLECT_01,1
h-02295,30117,2025-10-20,push_credit,push,CC_LIMIT,0
h-02296,30117,2025-11-07,sms_refinance,sms,REFIN_12,0
h-02297,30117,2025-11-28,email_cashback,email,CASHBACK_5,0
h-02298,30117,2025-12-24,push_service,push,PUSH_ON,0
h-02299,30117,2026-01-14,push_credit,push,CC_LIMIT,0
h-02300,30117,2026-01-24,call_collect,call,COLLECT_01,0
h-02301,30118,2025-01-31,sms_cashback,sms,CASHBACK_5,1
h-02302,30118,2025-02-09,sms_refinance,sms,REFIN_12,0
h-02303,30118,2025-02-23,push_cashback,push,CASHBACK_5,0
h-02304,30118,2025-03-05,push_service,push,PUSH_ON,0
h-02305,30118,2025-03-31,sms_refinance,sms,REFIN_12,0
h-02306,30118,2025-04-19,sms_refinance,sms,REFIN_12,1
h-02307,30118,2025-05-16,push_cashback,push,CASHBACK_5,1
h-02308,30118,2025-06-01,sms_cashback,sms,CASHBACK_5,0
h-02309,30118,2025-06-15,push_cashback,push,CASHBACK_5,0
h-02310,30118,2025-07-05,push_service,push,PUSH_ON,0
h-02311,30118,2025-07-18,sms_cashback,sms,CASHBACK_5,0
h-02312,30118,2025-08-04,push_cashback,push,CASHBACK_5,0
h-02313,30118,2025-08-24,push_service,push,PUSH_ON,0
h-02314,30118,2025-09-14,push_service,push,PUSH_ON,1
h-02315,30118,2025-10-10,push_cashback,push,CASHBACK_5,0
h-02316,30118,2025-11-02,push_cashback,push,CASHBACK_5,1
h-02317,30118,2025-11-29,email_cashback,email,CASHBACK_5,0
h-02318,30119,2025-01-31,push_service,push,PUSH_ON,0
h-02319,30119,2025-02-15,email_cashback,email,CASHBACK_5,0
h-02320,30119,2025-03-11,call_collect,call,COLLECT_01,0
h-02321,30119,2025-03-31,push_service,push,PUSH_ON,0
h-02322,30119,2025-04-26,push_service,push,PUSH_ON,1
h-02323,30119,2025-05-16,call_collect,call,COLLECT_01,0
h-02324,30119,2025-06-13,push_credit,push,CC_LIMIT,0
h-02325,30119,2025-06-27,sms_cashback,sms,CASHBACK_5,0
h-02326,30119,2025-07-17,call_collect,call,COLLECT_01,0
h-02327,30119,2025-08-03,sms_cashback,sms,CASHBACK_5,0
h-02328,30119,2025-08-11,sms_refinance,sms,REFIN_12,0
h-02329,30119,2025-08-28,push_cashback,push,CASHBACK_5,0
h-02330,30119,2025-09-19,push_credit,push,CC_LIMIT,0
h-02331,30120,2025-02-02,sms_refinance,sms,REFIN_12,0
h-02332,30120,2025-02-21,push_credit,push,CC_LIMIT,0
h-02333,30120,2025-03-19,sms_cashback,sms,CASHBACK_5,0
h-02334,30120,2025-04-05,sms_refinance,sms,REFIN_12,0
h-02335,30120,2025-04-26,email_cashback,email,CASHBACK_5,0
h-02336,30120,2025-05-12,sms_refinance,sms,REFIN_12,0
h-02337,30120,2025-05-20,sms_refinance,sms,REFIN_12,0
h-02338,30120,2025-06-14,push_cashback,push,CASHBACK_5,0
h-02339,30120,2025-06-28,sms_refinance,sms,REFIN_12,0
h-02340,30120,2025-07-08,sms_cashback,sms,CASHBACK_5,0
h-02341,30120,2025-07-21,sms_refinance,sms,REFIN_12,0
h-02342,30120,2025-07-29,email_cashback,email,CASHBACK_5,1
h-02343,30120,2025-08-26,sms_refinance,sms,REFIN_12,0
h-02344,30120,2025-09-14,call_collect,call,COLLECT_01,0
h-02345,30120,2025-09-29,push_service,push,PUSH_ON,0
h-02346,30120,2025-10-25,push_service,push,PUSH_ON,0
h-02347,30120,2025-11-07,sms_cashback,sms,CASHBACK_5,1
h-02348,30120,2025-12-01,sms_cashback,sms,CASHBACK_5,0
h-02349,30120,2025-12-27,email_cashback,email,CASHBACK_5,0
h-02350,30120,2026-01-11,push_service,push,PUSH_ON,0
h-02351,30120,2026-02-03,sms_refinance,sms,REFIN_12,0
h-02352,30120,2026-02-14,sms_cashback,sms,CASHBACK_5,0
h-02353,30121,2025-01-24,push_cashback,push,CASHBACK_5,1
h-02354,30121,2025-02-08,push_service,push,PUSH_ON,0
h-02355,30121,2025-03-03,push_cashback,push,CASHBACK_5,0
h-02356,30121,2025-03-17,push_service,push,PUSH_ON,0
h-02357,30121,2025-03-31,email_cashback,email,CASHBACK_5,0
h-02358,30121,2025-04-23,sms_cashback,sms,CASHBACK_5,1
h-02359,30121,2025-05-20,email_cashback,email,CASHBACK_5,0
h-02360,30121,2025-06-05,sms_cashback,sms,CASHBACK_5,0
h-02361,30121,2025-06-15,push_cashback,push,CASHBACK_5,0
h-02362,30121,2025-07-12,push_service,push,PUSH_ON,1
h-02363,30121,2025-08-05,push_cashback,push,CASHBACK_5,0
h-02364,30121,2025-08-19,push_cashback,push,CASHBACK_5,0
h-02365,30122,2025-01-14,sms_cashback,sms,CASHBACK_5,0
h-02366,30122,2025-01-22,sms_refinance,sms,REFIN_12,0
h-02367,30122,2025-02-04,call_collect,call,COLLECT_01,0
h-02368,30122,2025-02-25,push_service,push,PUSH_ON,0
h-02369,30122,2025-03-08,email_cashback,email,CASHBACK_5,0
h-02370,30122,2025-04-03,push_service,push,PUSH_ON,0
h-02371,30122,2025-04-22,call_collect,call,COLLECT_01,0
h-02372,30122,2025-05-15,sms_refinance,sms,REFIN_12,0
h-02373,30122,2025-06-06,call_collect,call,COLLECT_01,1
h-02374,30122,2025-06-17,push_service,push,PUSH_ON,0
h-02375,30122,2025-06-27,call_collect,call,COLLECT_01,0
h-02376,30122,2025-07-20,sms_refinance,sms,REFIN_12,0
h-02377,30122,2025-08-07,push_cashback,push,CASHBACK_5,0
h-02378,30122,2025-08-28,push_cashback,push,CASHBACK_5,1
h-02379,30122,2025-09-17,push_cashback,push,CASHBACK_5,0
h-02380,30122,2025-10-07,call_collect,call,COLLECT_01,0
h-02381,30122,2025-10-30,sms_refinance,sms,REFIN_12,1
h-02382,30122,2025-11-20,call_collect,call,COLLECT_01,0
h-02383,30122,2025-12-01,call_collect,call,COLLECT_01,0
h-02384,30122,2025-12-19,email_cashback,email,CASHBACK_5,0
h-02385,30122,2026-01-16,sms_refinance,sms,REFIN_12,1
h-02386,30122,2026-01-27,call_collect,call,COLLECT_01,0
h-02387,30123,2025-02-02,push_cashback,push,CASHBACK_5,1
h-02388,30123,2025-02-19,sms_cashback,sms,CASHBACK_5,0
h-02389,30123,2025-03-17,sms_cashback,sms,CASHBACK_5,1
h-02390,30123,2025-04-07,push_credit,push,CC_LIMIT,0
h-02391,30123,2025-05-03,push_service,push,PUSH_ON,0
h-02392,30123,2025-05-28,push_service,push,PUSH_ON,0
h-02393,30123,2025-06-18,push_cashback,push,CASHBACK_5,0
h-02394,30123,2025-07-11,push_cashback,push,CASHBACK_5,0
h-02395,30123,2025-08-08,push_credit,push,CC_LIMIT,0
h-02396,30123,2025-08-17,call_collect,call,COLLECT_01,0
h-02397,30123,2025-09-10,push_service,push,PUSH_ON,0
h-02398,30123,2025-09-25,call_collect,call,COLLECT_01,0
h-02399,30123,2025-10-09,sms_cashback,sms,CASHBACK_5,0
h-02400,30123,2025-10-21,push_service,push,PUSH_ON,0
h-02401,30123,2025-11-03,push_service,push,PUSH_ON,0
h-02402,30123,2025-11-19,sms_cashback,sms,CASHBACK_5,0
h-02403,30123,2025-12-03,sms_refinance,sms,REFIN_12,0
h-02404,30123,2025-12-17,sms_cashback,sms,CASHBACK_5,0
h-02405,30123,2025-12-30,push_service,push,PUSH_ON,1
h-02406,30123,2026-01-07,sms_cashback,sms,CASHBACK_5,1
h-02407,30124,2025-01-31,call_collect,call,COLLECT_01,0
h-02408,30124,2025-02-26,push_cashback,push,CASHBACK_5,1
h-02409,30124,2025-03-10,email_cashback,email,CASHBACK_5,0
h-02410,30124,2025-04-05,push_cashback,push,CASHBACK_5,0
h-02411,30124,2025-04-21,push_credit,push,CC_LIMIT,0
h-02412,30124,2025-04-29,push_service,push,PUSH_ON,0
h-02413,30124,2025-05-25,sms_refinance,sms,REFIN_12,0
h-02414,30124,2025-06-19,sms_cashback,sms,CASHBACK_5,0
h-02415,30124,2025-07-16,email_cashback,email,CASHBACK_5,0
h-02416,30124,2025-08-02,sms_cashback,sms,CASHBACK_5,1
h-02417,30124,2025-08-14,push_service,push,PUSH_ON,0
h-02418,30124,2025-09-08,sms_cashback,sms,CASHBACK_5,0
h-02419,30124,2025-09-25,push_service,push,PUSH_ON,0
h-02420,30124,2025-10-12,push_service,push,PUSH_ON,0
h-02421,30124,2025-10-20,call_collect,call,COLLECT_01,1
h-02422,30124,2025-11-10,sms_cashback,sms,CASHBACK_5,0
h-02423,30125,2025-01-15,push_cashback,push,CASHBACK_5,1
h-02424,30125,2025-02-07,sms_cashback,sms,CASHBACK_5,0
h-02425,30125,2025-02-28,email_cashback,email,CASHBACK_5,0
h-02426,30125,2025-03-27,push_cashback,push,CASHBACK_5,1
h-02427,30125,2025-04-11,push_service,push,PUSH_ON,0
h-02428,30125,2025-05-04,push_credit,push,CC_LIMIT,0
h-02429,30125,2025-05-14,push_service,push,PUSH_ON,0
h-02430,30125,2025-05-26,sms_cashback,sms,CASHBACK_5,0
h-02431,30125,2025-06-04,push_cashback,push,CASHBACK_5,1
h-02432,30125,2025-06-14,sms_refinance,sms,REFIN_12,0
h-02433,30125,2025-07-09,push_service,push,PUSH_ON,0
h-02434,30125,2025-08-05,email_cashback,email,CASHBACK_5,0
h-02435,30125,2025-08-23,push_cashback,push,CASHBACK_5,0
h-02436,30125,2025-09-10,call_collect,call,COLLECT_01,1
h-02437,30125,2025-10-05,call_collect,call,COLLECT_01,0
h-02438,30125,2025-10-26,email_cashback,email,CASHBACK_5,1
h-02439,30126,2025-01-14,push_cashback,push,CASHBACK_5,1
h-02440,30126,2025-02-01,call_collect,call,COLLECT_01,0
h-02441,30126,2025-02-26,sms_cashback,sms,CASHBACK_5,1
h-02442,30126,2025-03-12,push_cashback,push,CASHBACK_5,1
h-02443,30126,2025-04-07,push_cashback,push,CASHBACK_5,1
h-02444,30126,2025-04-24,sms_cashback,sms,CASHBACK_5,0
h-02445,30126,2025-05-03,push_cashback,push,CASHBACK_5,0
h-02446,30126,2025-05-23,push_cashback,push,CASHBACK_5,1
h-02447,30126,2025-06-06,push_service,push,PUSH_ON,0
h-02448,30126,2025-07-03,email_cashback,email,CASHBACK_5,0
h-02449,30126,2025-07-21,call_collect,call,COLLECT_01,0
h-02450,30126,2025-08-16,sms_cashback,sms,CASHBACK_5,0
h-02451,30126,2025-08-27,sms_cashback,sms,CASHBACK_5,0
h-02452,30126,2025-09-16,push_cashback,push,CASHBACK_5,0
h-02453,30127,2025-02-01,push_credit,push,CC_LIMIT,0
h-02454,30127,2025-02-14,push_cashback,push,CASHBACK_5,0
h-02455,30127,2025-02-28,push_service,push,PUSH_ON,1
h-02456,30127,2025-03-13,email_cashback,email,CASHBACK_5,0
h-02457,30127,2025-03-28,call_collect,call,COLLECT_01,0
h-02458,30127,2025-04-10,sms_cashback,sms,CASHBACK_5,0
h-02459,30127,2025-04-18,push_credit,push,CC_LIMIT,0
h-02460,30127,2025-05-14,sms_refinance,sms,REFIN_12,1
h-02461,30127,2025-06-05,email_cashback,email,CASHBACK_5,0
h-02462,30127,2025-06-26,push_credit,push,CC_LIMIT,0
h-02463,30127,2025-07-15,push_credit,push,CC_LIMIT,0
h-02464,30127,2025-08-05,push_credit,push,CC_LIMIT,0
h-02465,30127,2025-08-26,push_service,push,PUSH_ON,1
h-02466,30127,2025-09-14,email_cashback,email,CASHBACK_5,0
h-02467,30127,2025-09-28,email_cashback,email,CASHBACK_5,0
h-02468,30127,2025-10-26,sms_refinance,sms,REFIN_12,0
h-02469,30127,2025-11-04,sms_refinance,sms,REFIN_12,0
h-02470,30127,2025-11-13,push_credit,push,CC_LIMIT,0
h-02471,30127,2025-11-23,email_cashback,email,CASHBACK_5,1
h-02472,30127,2025-12-07,email_cashback,email,CASHBACK_5,0
h-02473,30127,2025-12-24,push_service,push,PUSH_ON,1
h-02474,30127,2026-01-19,sms_cashback,sms,CASHBACK_5,0
h-02475,30127,2026-02-11,push_service,push,PUSH_ON,0
h-02476,30127,2026-03-08,email_cashback,email,CASHBACK_5,0
h-02477,30127,2026-04-04,push_cashback,push,CASHBACK_5,0
h-02478,30127,2026-04-20,sms_refinance,sms,REFIN_12,0
h-02479,30127,2026-05-04,sms_refinance,sms,REFIN_12,0
h-02480,30128,2025-01-14,sms_cashback,sms,CASHBACK_5,1
h-02481,30128,2025-02-04,email_cashback,email,CASHBACK_5,0
h-02482,30128,2025-02-24,push_cashback,push,CASHBACK_5,0
h-02483,30128,2025-03-17,call_collect,call,COLLECT_01,0
h-02484,30128,2025-04-01,push_credit,push,CC_LIMIT,0
h-02485,30128,2025-04-12,email_cashback,email,CASHBACK_5,1
h-02486,30128,2025-05-04,call_collect,call,COLLECT_01,0
h-02487,30128,2025-05-21,sms_cashback,sms,CASHBACK_5,0
h-02488,30128,2025-06-02,push_credit,push,CC_LIMIT,1
h-02489,30128,2025-06-16,email_cashback,email,CASHBACK_5,0
h-02490,30128,2025-07-10,sms_cashback,sms,CASHBACK_5,0
h-02491,30128,2025-08-03,push_cashback,push,CASHBACK_5,0
h-02492,30128,2025-08-21,push_credit,push,CC_LIMIT,0
h-02493,30128,2025-09-15,push_service,push,PUSH_ON,1
h-02494,30128,2025-09-23,push_cashback,push,CASHBACK_5,0
h-02495,30128,2025-10-01,email_cashback,email,CASHBACK_5,1
h-02496,30128,2025-10-12,email_cashback,email,CASHBACK_5,0
h-02497,30128,2025-10-21,call_collect,call,COLLECT_01,0
h-02498,30128,2025-11-06,push_credit,push,CC_LIMIT,0
h-02499,30128,2025-12-04,email_cashback,email,CASHBACK_5,1
h-02500,30128,2025-12-16,push_credit,push,CC_LIMIT,0
h-02501,30129,2025-01-21,email_cashback,email,CASHBACK_5,0
h-02502,30129,2025-02-09,push_service,push,PUSH_ON,0
h-02503,30129,2025-03-01,push_cashback,push,CASHBACK_5,0
h-02504,30129,2025-03-13,push_service,push,PUSH_ON,1
h-02505,30129,2025-03-24,push_service,push,PUSH_ON,1
h-02506,30129,2025-04-04,push_cashback,push,CASHBACK_5,0
h-02507,30129,2025-04-21,push_credit,push,CC_LIMIT,1
h-02508,30129,2025-04-30,push_credit,push,CC_LIMIT,0
h-02509,30129,2025-05-19,push_cashback,push,CASHBACK_5,0
h-02510,30129,2025-06-08,push_credit,push,CC_LIMIT,0
h-02511,30129,2025-07-05,sms_cashback,sms,CASHBACK_5,0
h-02512,30129,2025-07-16,push_service,push,PUSH_ON,1
h-02513,30130,2025-01-13,push_cashback,push,CASHBACK_5,0
h-02514,30130,2025-02-03,sms_cashback,sms,CASHBACK_5,0
h-02515,30130,2025-02-18,push_cashback,push,CASHBACK_5,0
h-02516,30130,2025-03-07,call_collect,call,COLLECT_01,0
h-02517,30130,2025-03-28,sms_cashback,sms,CASHBACK_5,0
h-02518,30130,2025-04-21,sms_cashback,sms,CASHBACK_5,0
h-02519,30130,2025-05-13,push_cashback,push,CASHBACK_5,0
h-02520,30130,2025-05-30,push_credit,push,CC_LIMIT,0
h-02521,30130,2025-06-24,push_cashback,push,CASHBACK_5,0
h-02522,30130,2025-07-04,push_credit,push,CC_LIMIT,0
h-02523,30130,2025-07-23,push_credit,push,CC_LIMIT,1
h-02524,30130,2025-08-16,sms_cashback,sms,CASHBACK_5,1
h-02525,30130,2025-09-13,push_cashback,push,CASHBACK_5,0
h-02526,30130,2025-10-02,sms_cashback,sms,CASHBACK_5,0
h-02527,30130,2025-10-19,sms_cashback,sms,CASHBACK_5,0
h-02528,30130,2025-10-29,push_cashback,push,CASHBACK_5,0
h-02529,30130,2025-11-11,push_cashback,push,CASHBACK_5,0
h-02530,30130,2025-11-23,push_service,push,PUSH_ON,0
h-02531,30130,2025-12-18,push_credit,push,CC_LIMIT,0
h-02532,30130,2026-01-08,push_service,push,PUSH_ON,1
h-02533,30130,2026-01-21,sms_cashback,sms,CASHBACK_5,1
h-02534,30130,2026-02-09,push_service,push,PUSH_ON,1
h-02535,30130,2026-03-04,push_cashback,push,CASHBACK_5,0
h-02536,30130,2026-03-12,push_cashback,push,CASHBACK_5,1
h-02537,30130,2026-03-20,sms_refinance,sms,REFIN_12,0
h-02538,30130,2026-04-06,push_cashback,push,CASHBACK_5,1
h-02539,30130,2026-05-01,call_collect,call,COLLECT_01,0
h-02540,30130,2026-05-23,sms_cashback,sms,CASHBACK_5,1
h-02541,30131,2025-02-01,push_credit,push,CC_LIMIT,0
h-02542,30131,2025-02-18,sms_refinance,sms,REFIN_12,0
h-02543,30131,2025-03-06,push_service,push,PUSH_ON,1
h-02544,30131,2025-03-30,email_cashback,email,CASHBACK_5,0
h-02545,30131,2025-04-23,push_credit,push,CC_LIMIT,1
h-02546,30131,2025-05-10,push_credit,push,CC_LIMIT,0
h-02547,30131,2025-06-01,push_credit,push,CC_LIMIT,0
h-02548,30131,2025-06-23,sms_refinance,sms,REFIN_12,0
h-02549,30131,2025-07-05,push_credit,push,CC_LIMIT,0
h-02550,30131,2025-08-02,call_collect,call,COLLECT_01,0
h-02551,30131,2025-08-23,push_service,push,PUSH_ON,0
h-02552,30131,2025-09-20,push_service,push,PUSH_ON,0
h-02553,30131,2025-10-08,sms_refinance,sms,REFIN_12,1
h-02554,30131,2025-10-19,sms_cashback,sms,CASHBACK_5,0
h-02555,30131,2025-11-09,push_service,push,PUSH_ON,1
h-02556,30131,2025-11-25,push_cashback,push,CASHBACK_5,0
h-02557,30131,2025-12-07,push_cashback,push,CASHBACK_5,1
h-02558,30131,2025-12-25,push_cashback,push,CASHBACK_5,0
h-02559,30131,2026-01-21,sms_refinance,sms,REFIN_12,0
h-02560,30131,2026-02-18,push_credit,push,CC_LIMIT,0
h-02561,30132,2025-01-21,push_cashback,push,CASHBACK_5,0
h-02562,30132,2025-01-30,push_cashback,push,CASHBACK_5,0
h-02563,30132,2025-02-08,push_cashback,push,CASHBACK_5,0
h-02564,30132,2025-02-22,call_collect,call,COLLECT_01,0
h-02565,30132,2025-03-14,sms_cashback,sms,CASHBACK_5,0
h-02566,30132,2025-03-25,call_collect,call,COLLECT_01,0
h-02567,30132,2025-04-04,sms_cashback,sms,CASHBACK_5,1
h-02568,30132,2025-04-14,push_cashback,push,CASHBACK_5,0
h-02569,30132,2025-05-01,sms_cashback,sms,CASHBACK_5,1
h-02570,30132,2025-05-19,push_cashback,push,CASHBACK_5,0
h-02571,30132,2025-06-04,email_cashback,email,CASHBACK_5,1
h-02572,30132,2025-06-18,sms_cashback,sms,CASHBACK_5,1
h-02573,30132,2025-06-28,push_service,push,PUSH_ON,0
h-02574,30132,2025-07-06,call_collect,call,COLLECT_01,0
h-02575,30132,2025-07-23,push_cashback,push,CASHBACK_5,0
h-02576,30132,2025-08-05,push_cashback,push,CASHBACK_5,0
h-02577,30132,2025-08-26,sms_refinance,sms,REFIN_12,0
h-02578,30132,2025-09-15,push_service,push,PUSH_ON,0
h-02579,30132,2025-10-01,push_cashback,push,CASHBACK_5,0
h-02580,30132,2025-10-27,push_service,push,PUSH_ON,1
h-02581,30132,2025-11-17,push_cashback,push,CASHBACK_5,0
h-02582,30132,2025-11-25,push_cashback,push,CASHBACK_5,0
h-02583,30132,2025-12-13,push_cashback,push,CASHBACK_5,0
h-02584,30132,2025-12-31,push_service,push,PUSH_ON,0
h-02585,30132,2026-01-13,email_cashback,email,CASHBACK_5,1
h-02586,30132,2026-01-21,push_cashback,push,CASHBACK_5,0
h-02587,30132,2026-02-02,push_cashback,push,CASHBACK_5,1
h-02588,30132,2026-02-25,push_service,push,PUSH_ON,1
h-02589,30133,2025-01-25,sms_cashback,sms,CASHBACK_5,0
h-02590,30133,2025-02-13,sms_cashback,sms,CASHBACK_5,0
h-02591,30133,2025-03-05,push_service,push,PUSH_ON,0
h-02592,30133,2025-03-28,push_cashback,push,CASHBACK_5,0
h-02593,30133,2025-04-23,push_service,push,PUSH_ON,1
h-02594,30133,2025-05-10,sms_refinance,sms,REFIN_12,0
h-02595,30133,2025-05-19,push_credit,push,CC_LIMIT,0
h-02596,30133,2025-05-30,push_credit,push,CC_LIMIT,0
h-02597,30133,2025-06-09,push_credit,push,CC_LIMIT,0
h-02598,30133,2025-06-25,push_credit,push,CC_LIMIT,0
h-02599,30133,2025-07-18,sms_cashback,sms,CASHBACK_5,0
h-02600,30133,2025-08-07,sms_cashback,sms,CASHBACK_5,0
h-02601,30134,2025-01-24,push_service,push,PUSH_ON,1
h-02602,30134,2025-02-06,push_service,push,PUSH_ON,0
h-02603,30134,2025-02-24,push_credit,push,CC_LIMIT,0
h-02604,30134,2025-03-09,push_cashback,push,CASHBACK_5,0
h-02605,30134,2025-04-06,email_cashback,email,CASHBACK_5,0
h-02606,30134,2025-04-25,push_service,push,PUSH_ON,0
h-02607,30134,2025-05-23,push_service,push,PUSH_ON,0
h-02608,30134,2025-06-02,push_service,push,PUSH_ON,0
h-02609,30134,2025-06-11,push_service,push,PUSH_ON,0
h-02610,30134,2025-07-06,sms_cashback,sms,CASHBACK_5,1
h-02611,30134,2025-07-22,email_cashback,email,CASHBACK_5,0
h-02612,30134,2025-08-12,email_cashback,email,CASHBACK_5,1
h-02613,30134,2025-08-28,sms_refinance,sms,REFIN_12,0
h-02614,30134,2025-09-07,sms_refinance,sms,REFIN_12,0
h-02615,30135,2025-01-19,push_cashback,push,CASHBACK_5,0
h-02616,30135,2025-02-08,sms_refinance,sms,REFIN_12,0
